site_id,municipio,uf,codigo_ibge,ano,pib_mil_reais,fonte,data_extracao,origem_lista
ascenty-jundiai,Jundiaí,SP,3525904,2020,51740230.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-jundiai,Jundiaí,SP,3525904,2021,57670893.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-jundiai,Jundiaí,SP,3525904,2022,63835907.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-jundiai,Jundiaí,SP,3525904,2023,65418378.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-maracanau,Maracanaú,CE,2307650,2016,8100726.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-maracanau,Maracanaú,CE,2307650,2017,8540212.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-maracanau,Maracanaú,CE,2307650,2018,10330813.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-maracanau,Maracanaú,CE,2307650,2019,9746884.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-maracanau,Maracanaú,CE,2307650,2020,10031432.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-maracanau,Maracanaú,CE,2307650,2021,12336717.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-maracanau,Maracanaú,CE,2307650,2022,14004934.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-maracanau,Maracanaú,CE,2307650,2023,13540094.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-osasco,Osasco,SP,3534401,2016,75683470.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-osasco,Osasco,SP,3534401,2017,77927043.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-osasco,Osasco,SP,3534401,2018,76607992.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-osasco,Osasco,SP,3534401,2019,81908401.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-osasco,Osasco,SP,3534401,2020,76612072.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-osasco,Osasco,SP,3534401,2021,86111260.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-osasco,Osasco,SP,3534401,2022,112145798.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-osasco,Osasco,SP,3534401,2023,119404053.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-paulinia,Paulínia,SP,3536505,2016,36499593.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-paulinia,Paulínia,SP,3536505,2017,35540436.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-paulinia,Paulínia,SP,3536505,2018,32658835.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-paulinia,Paulínia,SP,3536505,2019,37366101.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-paulinia,Paulínia,SP,3536505,2020,39807062.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-paulinia,Paulínia,SP,3536505,2021,52389437.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-paulinia,Paulínia,SP,3536505,2022,70496584.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-paulinia,Paulínia,SP,3536505,2023,67067300.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-sumare,Sumaré,SP,3552403,2016,12237213.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-sumare,Sumaré,SP,3552403,2017,13615800.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-sumare,Sumaré,SP,3552403,2018,14438510.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-sumare,Sumaré,SP,3552403,2019,14913287.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-sumare,Sumaré,SP,3552403,2020,13672590.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-sumare,Sumaré,SP,3552403,2021,16179892.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-sumare,Sumaré,SP,3552403,2022,17753219.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-sumare,Sumaré,SP,3552403,2023,19026093.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-vinhedo,Vinhedo,SP,3556701,2016,8085038.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-vinhedo,Vinhedo,SP,3556701,2017,8704161.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-vinhedo,Vinhedo,SP,3556701,2018,9275194.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-vinhedo,Vinhedo,SP,3556701,2019,9665022.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-vinhedo,Vinhedo,SP,3556701,2020,10493525.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-vinhedo,Vinhedo,SP,3556701,2021,12557909.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-vinhedo,Vinhedo,SP,3556701,2022,14061248.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
ascenty-vinhedo,Vinhedo,SP,3556701,2023,14699664.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
clickip-manaus,Manaus,AM,1302603,2016,70234306.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
clickip-manaus,Manaus,AM,1302603,2017,73225449.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
clickip-manaus,Manaus,AM,1302603,2018,78155386.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
clickip-manaus,Manaus,AM,1302603,2019,84566043.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
clickip-manaus,Manaus,AM,1302603,2020,91773536.0,"Reaproveitado de teste_api_municipios_brasil_serie_historica_2010.csv (Guilherme, datacenter-extracao-modelos/data/01_bronze/) — confirmado por amostragem cruzada como leitura de IBGE SIDRA tabela 5938 'Produto Interno Bruto dos Municipios - Referencia 2010', variavel 37 'Produto Interno Bruto a precos correntes' (Mil Reais)",2026-09-03,sites_validados
